Player,Competetion,season,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_y,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x.1,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Home
Vinicius Júnior,La-Liga,2021-2022,br BRA,LW,21-033,25,1,0,0,0,2,2,0,0,18,0,0,0,0.5,0.5,0,1,0,13,15,86.7,2,15,2,3,2,,,,,,,,,,,,,,,,,,,,,Real Madrid
Ante Budimir,La-Liga,2021-2022,hr CRO,FW,30-023,71,0,0,0,0,0,0,0,0,24,1,0,1,0,0,0,1,0,5,16,31.3,2,9,1,3,1,,,,,,,,,,,,,,,,,,,,,Osasuna
Darko Brašanac,La-Liga,2021-2022,rs SRB,FW,29-183,90,0,0,0,0,3,0,0,0,52,2,0,0,0.1,0.1,0.2,6,0,35,44,79.5,5,27,3,1,1,,,,,,,,,,,,,,,,,,,,,Osasuna
David García,La-Liga,2021-2022,es ESP,CB,27-181,90,0,0,0,0,0,0,0,0,40,1,1,0,0,0,0,1,0,27,33,81.8,4,24,2,0,0,,,,,,,,,,,,,,,,,,,,,Osasuna
Ezequiel Ávila,La-Liga,2021-2022,ar ARG,FW,27-189,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,6,66.7,1,8,1,1,0,,,,,,,,,,,,,,,,,,,,,Osasuna
Javi Martínez,La-Liga,2021-2022,es ESP,RM,21-235,27,0,0,0,0,1,0,0,0,23,1,0,0,0.2,0.2,0,0,0,13,20,65,1,15,2,0,0,,,,,,,,,,,,,,,,,,,,,Osasuna
Jon Moncayola,La-Liga,2021-2022,es ESP,CM,23-093,62,0,0,0,0,1,0,1,0,32,1,1,0,0,0,0,3,0,21,25,84,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,Osasuna
Kike Barja,La-Liga,2021-2022,es ESP,RM,24-135,63,0,0,0,0,1,0,1,0,30,1,0,1,0,0,0,2,0,13,24,54.2,1,22,3,7,6,,,,,,,,,,,,,,,,,,,,,Osasuna
Kiké,La-Liga,2021-2022,es ESP,LM,31-262,90,0,0,0,0,2,0,0,0,38,0,1,2,0.3,0.3,0,0,0,18,23,78.3,4,23,0,1,0,,,,,,,,,,,,,,,,,,,,,Osasuna
Lucas Torró,La-Liga,2021-2022,es ESP,CM,27-026,90,0,0,0,0,2,1,0,0,65,2,1,1,0,0,0,3,0,40,51,78.4,6,31,0,0,0,,,,,,,,,,,,,,,,,,,,,Osasuna
Nacho Vidal,La-Liga,2021-2022,es ESP,RB,26-202,90,0,0,0,0,2,0,0,0,72,5,1,1,0.2,0.2,0,1,0,40,55,72.7,1,27,1,1,0,,,,,,,,,,,,,,,,,,,,,Osasuna
Oier Sanjurjo,La-Liga,2021-2022,es ESP,CM,35-081,28,0,0,0,0,0,0,0,0,24,1,0,1,0,0,0,2,0,14,21,66.7,3,10,0,1,0,,,,,,,,,,,,,,,,,,,,,Osasuna
Rubén García,La-Liga,2021-2022,es ESP,LB,28-031,90,0,0,0,0,1,0,0,0,68,3,1,2,0,0,0,3,0,45,58,77.6,12,42,2,2,2,,,,,,,,,,,,,,,,,,,,,Osasuna
Sergio Herrera,La-Liga,2021-2022,es ESP,GK,28-070,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,21,36,58.3,0,19,0,0,0,3,0,3,100,0.2,13,28,46.4,28,3,75,47.5,8,87.5,61,10,0,0,1,16.3,Osasuna
Adri Embarba,La-Liga,2021-2022,es ESP,RM,29-099,90,0,0,0,0,4,1,0,0,39,1,0,1,0.2,0.2,0,1,0,15,28,53.6,1,23,3,5,2,,,,,,,,,,,,,,,,,,,,,Espanyol
Adrià Pedrosa,La-Liga,2021-2022,es ESP,LB,23-093,90,0,0,0,0,1,0,0,0,62,3,1,1,0.1,0.1,0.1,2,0,28,46,60.9,2,30,4,10,7,,,,,,,,,,,,,,,,,,,,,Espanyol
David López,La-Liga,2021-2022,es ESP,CM,31-309,81,0,0,0,0,0,0,0,0,52,6,2,2,0,0,0,0,0,29,40,72.5,2,18,0,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Diego López,La-Liga,2021-2022,es ESP,GK,39-284,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,25,39,64.1,0,17,0,0,0,1,0,1,100,0,5,17,29.4,25,6,48,39.2,13,38.5,36.8,28,2,7.1,1,13.5,Espanyol
Fran Mérida,La-Liga,2021-2022,es ESP,CM,31-163,61,0,0,0,0,0,0,0,0,48,3,1,1,0,0,0,0,0,25,39,64.1,3,21,1,1,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Gori,La-Liga,2021-2022,es ESP,CM,19-091,9,0,0,0,0,0,0,1,0,8,0,0,2,0,0,0.1,2,0,5,6,83.3,2,4,1,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Javi Puado,La-Liga,2021-2022,es ESP,LM,23-081,45,0,0,0,0,1,0,0,0,25,2,0,0,0,0,0,0,0,14,18,77.8,1,15,2,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Keidi Bare,La-Liga,2021-2022,al ALB,CM,23-351,29,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,1,0,10,17,58.8,1,9,0,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Landry Dimata,La-Liga,2021-2022,be BEL,FW,23-347,28,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.2,5,0,5,5,100,1,6,1,1,1,,,,,,,,,,,,,,,,,,,,,Espanyol
Leandro Cabrera,La-Liga,2021-2022,uy URU,CB,30-058,90,0,0,0,0,0,0,0,0,70,2,1,1,0,0,0,0,0,37,55,67.3,1,34,0,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Nico Ribaudo,La-Liga,2021-2022,es ESP,LM,20-125,45,0,0,0,0,1,0,1,0,17,0,0,1,0,0,0,0,0,10,13,76.9,1,13,0,2,2,,,,,,,,,,,,,,,,,,,,,Espanyol
Raúl de Tomás,La-Liga,2021-2022,es ESP,FW,26-301,90,0,0,0,0,3,2,0,0,27,0,0,0,0.2,0.2,0,3,0,11,15,73.3,2,15,3,4,2,,,,,,,,,,,,,,,,,,,,,Espanyol
Sergi Gómez,La-Liga,2021-2022,es ESP,CB,29-139,90,0,0,0,0,0,0,1,0,52,1,0,2,0,0,0,0,0,35,42,83.3,1,27,0,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Victor Gomez,La-Liga,2021-2022,es ESP,RB,21-135,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,66.7,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Wu Lei,La-Liga,2021-2022,cn CHN,FW,29-268,62,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0.1,1,0,6,12,50,0,5,1,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Augusto Solari,La-Liga,2021-2022,ar ARG,DM,29-224,16,0,0,0,0,0,0,1,0,27,1,1,0,0,0,0,1,0,15,22,68.2,2,19,3,1,1,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Brais Méndez,La-Liga,2021-2022,es ESP,RM,24-220,73,0,0,0,0,1,0,0,0,38,2,1,0,0,0,0,1,0,19,26,73.1,7,16,0,2,1,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Denis Suárez,La-Liga,2021-2022,es ESP,CM,27-221,90,0,0,0,0,0,0,1,0,76,3,1,1,0,0,1,3,0,58,67,86.6,5,48,5,6,4,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Fran Beltrán,La-Liga,2021-2022,es ESP,RM,22-193,17,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,2,0,16,16,100,4,12,1,1,1,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Franco Cervi,La-Liga,2021-2022,ar ARG,LM,27-081,29,0,0,0,0,1,0,0,0,18,0,0,1,0.2,0.2,0.2,1,0,10,14,71.4,0,10,1,0,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Hugo Mallo,La-Liga,2021-2022,es ESP,RB,30-054,89,0,0,0,0,0,0,0,1,72,1,0,3,0,0,0,1,0,43,62,69.4,6,32,0,0,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Iago Aspas,La-Liga,2021-2022,es ESP,FW,34-014,90,1,0,1,1,6,1,1,0,42,0,0,1,1.9,1.2,0,5,1,23,29,79.3,3,22,3,1,1,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Javi Galán,La-Liga,2021-2022,es ESP,LB,26-269,88,0,0,0,0,0,0,0,0,71,3,2,2,0,0,0,0,0,45,58,77.6,3,40,1,1,1,,,,,,,,,,,,,,,,,,,,,Celta Vigo
José Fontán,La-Liga,2021-2022,es ESP,CB,21-185,90,0,0,0,0,1,0,1,0,71,2,2,0,0.2,0.2,0,0,0,55,62,88.7,3,43,0,0,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Matías Dituro,La-Liga,2021-2022,ar ARG,GK,34-099,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,29,32,90.6,0,19,0,0,0,4,2,2,50,2.5,6,9,66.7,25,4,28,33,7,28.6,36.9,5,0,0,2,28.7,Celta Vigo
Miguel Baeza,La-Liga,2021-2022,es ESP,LB,21-141,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,80,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Nolito,La-Liga,2021-2022,es ESP,LM,34-304,61,0,0,0,0,0,0,0,0,33,2,2,1,0,0,0,0,0,16,20,80,1,16,0,2,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Néstor Araujo,La-Liga,2021-2022,mx MEX,CB,29-351,90,0,0,0,0,0,0,0,0,63,0,0,1,0,0,0,0,0,50,59,84.7,5,32,1,0,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Renato Tapia,La-Liga,2021-2022,pe PER,DM,26-018,74,0,0,0,0,0,0,0,0,50,5,1,1,0,0,0,0,0,33,39,84.6,1,28,0,0,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Geoffrey Kondogbia,La-Liga,2021-2022,cf CTA,DM,28-181,90,0,0,0,0,0,0,1,0,56,1,2,2,0,0,0,0,0,40,46,87,4,35,0,6,6,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Jan Oblak,La-Liga,2021-2022,si SVN,GK,28-220,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,21,31,67.7,0,20,0,0,0,2,1,1,100,1.2,5,15,33.3,26,5,53.8,43.1,5,20,30.8,15,1,6.7,0,10.3,Atlético Madrid
José María Giménez,La-Liga,2021-2022,uy URU,CB,26-207,90,0,0,0,0,2,0,1,0,42,0,1,1,0,0,0,0,0,33,36,91.7,0,20,0,2,2,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Kieran Trippier,La-Liga,2021-2022,eng ENG,RW,30-330,25,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,8,11,72.7,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Koke,La-Liga,2021-2022,es ESP,CM,29-219,65,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,2,1,22,31,71,1,22,1,3,2,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Luis Suárez,La-Liga,2021-2022,uy URU,FW,34-203,26,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0.3,3,0,7,9,77.8,3,6,0,1,1,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Marcos Llorente,La-Liga,2021-2022,es ESP,"RW,CM",26-197,81,0,0,0,0,0,0,1,0,62,1,0,1,0,0,0,4,0,35,53,66,2,39,0,4,3,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Mario Hermoso,La-Liga,2021-2022,es ESP,CB,26-058,89,0,0,0,0,1,0,0,1,57,0,0,1,0,0,0,2,0,40,49,81.6,3,31,0,0,0,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Renan Lodi,La-Liga,2021-2022,br BRA,LW,23-129,9,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,3,5,60,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Rodrigo De Paul,La-Liga,2021-2022,ar ARG,CM,27-083,26,0,0,0,0,1,0,0,0,15,0,0,0,0.1,0.1,0,1,0,7,7,100,1,8,0,3,1,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Saúl Ñíguez,La-Liga,2021-2022,es ESP,"LW,CM",26-267,90,0,1,0,0,1,0,0,0,74,4,0,2,0.1,0.1,0.1,2,1,50,64,78.1,3,30,1,2,1,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Stefan Savi?,La-Liga,2021-2022,me MNE,CB,30-219,90,0,0,0,0,1,1,0,0,48,1,1,0,0.3,0.3,0,1,0,31,37,83.8,1,27,2,0,0,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Thomas Lemar,La-Liga,2021-2022,fr FRA,CM,25-276,64,0,1,0,0,1,0,1,0,39,1,0,1,0,0,0.5,3,2,26,30,86.7,2,25,4,1,1,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Yannick Carrasco,La-Liga,2021-2022,be BEL,FW,27-345,89,0,0,0,0,2,1,1,0,41,0,0,0,0.5,0.5,0.1,5,0,25,33,75.8,2,26,3,6,6,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Ángel Correa,La-Liga,2021-2022,ar ARG,FW,26-159,64,2,0,0,0,3,2,0,0,35,0,0,0,0.3,0.3,0,1,0,18,26,69.2,3,25,2,1,1,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Antoine Griezmann,La-Liga,2021-2022,fr FRA,"RW,FW",30-147,90,0,0,0,0,3,0,0,0,57,6,2,3,0.2,0.2,0,1,1,29,33,87.9,4,32,1,3,2,,,,,,,,,,,,,,,,,,,,,Barcelona
Clément Lenglet,La-Liga,2021-2022,fr FRA,CB,26-059,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,100,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Emerson,La-Liga,2021-2022,br BRA,RB,22-213,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,14,71.4,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Eric García,La-Liga,2021-2022,es ESP,CB,20-218,82,0,0,0,0,0,0,0,0,85,2,1,2,0,0,0,1,0,74,77,96.1,6,58,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Frenkie de Jong,La-Liga,2021-2022,nl NED,RM,24-095,70,0,1,0,0,0,0,0,0,37,2,1,1,0,0,0.7,4,1,32,32,100,6,26,3,2,2,,,,,,,,,,,,,,,,,,,,,Barcelona
Gerard Piqué,La-Liga,2021-2022,es ESP,CB,34-194,90,1,0,0,0,1,1,0,0,84,1,2,0,0.3,0.3,0,1,0,76,77,98.7,4,51,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Jordi Alba,La-Liga,2021-2022,es ESP,LB,32-147,90,0,0,0,0,1,0,0,0,96,1,4,3,0.6,0.6,0.1,2,1,67,87,77,6,57,1,3,2,,,,,,,,,,,,,,,,,,,,,Barcelona
Martin Braithwaite,La-Liga,2021-2022,dk DEN,"LW,LM",30-071,90,2,1,0,0,4,3,0,0,41,1,1,1,0.4,0.4,1.2,2,0,20,28,71.4,0,25,2,3,2,,,,,,,,,,,,,,,,,,,,,Barcelona
Memphis,La-Liga,2021-2022,nl NED,FW,27-183,89,0,1,0,0,2,2,0,0,56,1,0,1,0.3,0.3,0.5,8,2,31,40,77.5,5,29,0,4,2,,,,,,,,,,,,,,,,,,,,,Barcelona
Neto,La-Liga,2021-2022,br BRA,GK,32-027,90,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,35,49,71.4,0,37,0,0,0,3,2,1,33.3,2,6,18,33.3,42,1,40.5,35.7,7,14.3,21.3,8,0,0,1,19.5,Barcelona
Nicolás González,La-Liga,2021-2022,es ESP,CM,19-224,8,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,6,6,100,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Pedri,La-Liga,2021-2022,es ESP,"LM,CM",18-263,90,0,0,0,0,1,1,0,0,49,3,0,1,0.1,0.1,0,2,1,40,42,95.2,8,37,1,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Ronald Araújo,La-Liga,2021-2022,uy URU,CB,22-161,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,80,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Sergi Roberto,La-Liga,2021-2022,es ESP,RM,29-189,20,1,0,0,0,1,1,0,0,14,0,0,0,0.9,0.9,0.1,1,0,13,13,100,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Sergio Busquets,La-Liga,2021-2022,es ESP,CM,33-030,82,0,0,0,0,0,0,1,0,52,1,1,1,0,0,0,0,0,43,48,89.6,6,28,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Adnan Januzaj,La-Liga,2021-2022,be BEL,RW,26-191,45,0,0,0,0,0,0,0,0,20,1,0,2,0,0,0,2,0,7,10,70,2,10,0,2,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Aihen Muñoz,La-Liga,2021-2022,es ESP,LB,23-364,90,0,0,0,0,2,0,1,0,65,4,1,0,0,0,0.1,2,0,34,52,65.4,2,30,2,4,3,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Ander Barrenetxea,La-Liga,2021-2022,es ESP,RW,19-231,45,0,1,0,0,2,0,0,0,18,1,0,1,0.1,0.1,0.4,4,2,9,15,60,1,14,2,3,3,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Andoni Gorosabel,La-Liga,2021-2022,es ESP,RB,25-011,25,0,0,0,0,0,0,0,0,16,3,0,1,0,0,0,0,0,8,11,72.7,1,6,0,1,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Aritz Elustondo,La-Liga,2021-2022,es ESP,CB,27-140,80,0,0,0,0,0,0,1,0,30,1,0,1,0,0,0,0,0,22,26,84.6,3,15,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
David Silva,La-Liga,2021-2022,es ESP,AM,35-219,45,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,2,0,14,19,73.7,4,10,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Jon Bautista,La-Liga,2021-2022,es ESP,AM,26-043,45,0,0,0,0,1,0,0,0,15,3,1,1,0.1,0.1,0,2,1,6,7,85.7,1,4,0,1,1,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Jon Pacheco,La-Liga,2021-2022,es ESP,CB,20-219,10,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,6,6,100,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Joseba Zaldúa,La-Liga,2021-2022,es ESP,RB,29-052,65,0,0,0,0,0,0,0,0,30,3,1,0,0,0,0,0,0,16,24,66.7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Julen Lobete,La-Liga,2021-2022,es ESP,FW,20-331,25,1,0,0,0,1,1,0,0,10,0,0,1,0.4,0.4,0,0,0,6,6,100,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Martín Zubimendi,La-Liga,2021-2022,es ESP,DM,22-194,90,0,0,0,0,0,0,1,0,40,2,0,1,0,0,0,1,0,33,36,91.7,3,20,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Mikel Merino,La-Liga,2021-2022,es ESP,DM,25-054,90,0,0,0,0,1,1,0,0,51,1,1,1,0,0,0.1,3,0,33,43,76.7,2,34,0,1,1,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Mikel Oyarzabal,La-Liga,2021-2022,es ESP,LW,24-116,90,1,0,0,0,3,1,0,0,39,1,0,1,0.2,0.2,0,4,0,20,29,69,2,23,2,2,2,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Portu,La-Liga,2021-2022,es ESP,FW,29-086,65,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,7,10,70,0,5,0,1,1,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Robin Le Normand,La-Liga,2021-2022,es ESP,CB,24-277,90,0,0,0,0,0,0,1,0,55,0,0,1,0,0,0,0,0,38,47,80.9,3,29,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Diego Carlos,La-Liga,2021-2022,br BRA,CB,28-153,90,0,0,0,0,0,0,0,0,122,1,0,1,0,0,0,1,1,108,113,95.6,4,101,0,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Fernando,La-Liga,2021-2022,br BRA,"CM,DM",34-021,88,0,0,0,0,2,0,0,0,79,1,2,1,0.1,0.1,0,3,1,64,70,91.4,3,62,2,2,1,,,,,,,,,,,,,,,,,,,,,Sevilla
Iván Romero,La-Liga,2021-2022,es ESP,DM,20-127,2,0,0,0,0,2,1,0,0,2,0,0,0,0.7,0.7,0,0,0,0,0,,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Jesús Navas,La-Liga,2021-2022,es ESP,"WB,RB",35-267,90,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0.4,5,0,54,68,79.4,11,56,3,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Joan Jordán,La-Liga,2021-2022,es ESP,CM,27-040,83,0,0,0,0,0,0,0,0,78,1,2,0,0,0,0,2,0,68,74,91.9,5,61,1,2,1,,,,,,,,,,,,,,,,,,,,,Sevilla
Jules Koundé,La-Liga,2021-2022,fr FRA,CB,22-276,90,0,0,0,0,1,0,0,0,114,0,1,1,0,0,0,2,0,105,108,97.2,11,98,4,2,1,,,,,,,,,,,,,,,,,,,,,Sevilla
Karim Rekik,La-Liga,2021-2022,nl NED,CB,26-256,51,0,0,0,0,0,0,0,0,62,0,0,1,0,0,0,0,0,55,58,94.8,4,52,0,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Marcos Acuña,La-Liga,2021-2022,ar ARG,"WB,LB",29-291,90,0,0,0,0,2,1,0,0,103,2,0,0,0.5,0.5,0.2,7,0,84,93,90.3,3,78,1,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Marko Dmitrovi?,La-Liga,2021-2022,rs SRB,GK,29-203,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,25,28,89.3,0,23,0,0,0,3,0,3,100,0.6,0,3,0,26,6,11.5,20.3,2,0,19,4,1,25,4,19.5,Sevilla
Nemanja Gudelj,La-Liga,2021-2022,rs SRB,FW,29-272,2,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,4,4,100,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Oussama Idrissi,La-Liga,2021-2022,ma MAR,AM,25-170,45,0,0,0,0,0,0,1,0,20,1,0,0,0,0,0.1,3,1,14,15,93.3,1,17,1,2,1,,,,,,,,,,,,,,,,,,,,,Sevilla
Papu Gómez,La-Liga,2021-2022,ar ARG,CM,33-181,39,0,0,0,0,2,0,0,0,39,0,0,0,0,0,0,3,1,36,36,100,1,34,5,1,1,,,,,,,,,,,,,,,,,,,,,Sevilla
Pedro Ortiz,La-Liga,2021-2022,es ESP,CM,20-361,7,0,0,0,0,1,1,0,0,16,0,0,0,0.3,0.3,0.5,2,0,14,14,100,5,14,0,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Youssef En-Nesyri,La-Liga,2021-2022,ma MAR,FW,24-075,88,1,1,1,1,4,1,0,0,17,0,0,0,1.1,0.3,0.7,1,1,9,10,90,1,11,1,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Érik Lamela,La-Liga,2021-2022,ar ARG,"RM,AM",29-164,45,2,0,0,0,2,2,0,0,41,2,0,0,0.8,0.8,0.3,6,0,30,36,83.3,4,31,1,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Andrés Martín,La-Liga,2021-2022,es ESP,CM,22-035,20,0,0,0,0,1,1,0,0,7,0,0,0,0.3,0.3,0,0,0,2,3,66.7,0,5,0,2,1,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Bebé,La-Liga,2021-2022,cv CPV,FW,31-034,20,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,6,66.7,0,2,0,1,1,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Catena,La-Liga,2021-2022,es ESP,CB,26-291,90,0,0,0,0,0,0,0,0,35,2,2,0,0,0,0,0,0,23,27,85.2,1,18,0,0,0,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Fran Garcia,La-Liga,2021-2022,es ESP,LB,22-001,90,0,0,0,0,1,0,0,0,48,0,2,0,0,0,0,1,0,34,42,81,0,17,1,2,1,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Isaac Palazón Camacho,La-Liga,2021-2022,es ESP,RW,26-231,60,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,6,13,46.2,0,7,1,0,0,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Iván Balliu,La-Liga,2021-2022,al ALB,RB,29-226,90,0,0,0,0,0,0,0,0,30,1,1,0,0,0,0,1,0,21,26,80.8,3,12,0,0,0,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Luca Zidane,La-Liga,2021-2022,fr FRA,GK,23-094,15,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,4,4,100,0,4,0,0,0,,,,,0,,,,,2,,,,,,2,,,,,Rayo Vallecano
Mario Suárez,La-Liga,2021-2022,es ESP,CB,34-172,90,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,19,27,70.4,1,15,0,0,0,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Martín Merquelanz,La-Liga,2021-2022,es ESP,"RM,RW",26-064,30,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0.3,1,0,12,14,85.7,2,11,0,3,2,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Pathé Ciss,La-Liga,2021-2022,sn SEN,"CM,DM",27-152,30,0,0,0,0,1,1,0,0,14,0,2,1,0,0,0,1,0,7,9,77.8,2,7,1,1,1,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Randy Nteka,La-Liga,2021-2022,ao ANG,"AM,FW",23-252,70,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,7,18,38.9,0,12,0,1,0,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Santi Comesaña,La-Liga,2021-2022,es ESP,DM,24-314,60,0,0,0,0,0,0,0,0,30,4,0,1,0,0,0,1,0,17,23,73.9,1,11,0,0,0,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Stole Dimitrievski,La-Liga,2021-2022,mk MKD,GK,27-233,72,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,13,26,50,0,14,0,0,0,8,3,5,75,3.5,8,21,38.1,17,5,70.6,50.3,9,100,64.6,11,1,9.1,2,18.3,Rayo Vallecano
Álvaro García,La-Liga,2021-2022,es ESP,"LW,LM",28-292,90,0,0,0,0,1,1,0,0,25,1,3,0,0,0,0,0,0,7,13,53.8,1,14,2,1,0,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
